doc_id,sentence,key
BBDFT160401.txt,"among services requiring its approval are apps that monitor heart wave function irregularities, emit light used for examining patients and control medical devices and machinery.",FALSE
BBDFT160401.txt,one factor prompting worry among doctors is whether self diagnosis risks triggering greater misdiagnosis.,FALSE
BBDFT160401.txt,"""who has clinical responsibility if something goes wrong?""",FALSE
BBDFT160401.txt,asks mr pomering.,FALSE
BBDFT160401.txt,"""people can always find the worst and rarest of rare diseases in themselves, and miss things.""",FALSE
BBDFT160401.txt,there is also the matter of how far apps reach those most in need.,FALSE
BBDFT160401.txt,"while smartphones are increasingly widespread even in lower income countries, people with access and who are motivated to use health apps are often those who are less in need.",FALSE
BBDFT160401.txt,the focus on consumer health products for people who are healthy may need to be shifted to devices that actually help the sick and assist healthcare professionals.,FALSE
BBDFT160401.txt,"a report by the nuffield trust in february argued: ""to date, there has been a real focus on apps and devices to improve wellness -- such as step and calorie counters -- as well as those focused on a single disease.",FALSE
BBDFT160401.txt,"there has been less of a focus on tools for complex costly patients.""",FALSE
BBDFT160401.txt,privacy is an important issue.,FALSE
BBDFT160401.txt,while few cases of the misuse of personal health data have been identified -- leading to discrimination in health insurance or employment -- there are calls for more transparency and tougher standards of encryption and for the removal of personal identities from sensitive information.,FALSE
BBDFT160401.txt,an nhs health apps library survey last year showed two-thirds of apps which sent identifying information over the internet did not use encryption.,FALSE
BBDFT160401.txt,"there were an estimated 7,000 data breaches in the nhs in 2011-14.",FALSE
BBDFT160401.txt,"""the genie is out of the bottle,"" says ms taylor at deloitte, nonetheless, on the subject of app use.",FALSE
BBDFT160401.txt,"""even if there is scepticism among health providers and disadvantages, patients want to use them, are asking about them and buying them themselves.""",FALSE
BBDFT160401.txt,"providers, healthcare professionals and regulators will have to adapt.",FALSE
BBDFT160401.txt,"load-date: july 8, 2016  language: english  publication-type: web publication",FALSE
BBDFT160516.txt,"ft.com                          may 16, 2016 monday 4:00 am gmt  big data analysis to transform insurance industry  byline: eduardo llull  length: 832 words   big data analysis has revolutionised many areas of modern life -- from healthcare, to politics, to sport -- yet not so far the property insurance market.",TRUE
BBDFT160516.txt,that looks set to change.,FALSE
BBDFT160516.txt,"""the insurance industry has been a little of a hold out,"" says lori sherer, head of the advanced analytics practice at management consultancy bain, but ""is now on the brink of innovation"".",FALSE
BBDFT160516.txt,more executives at property insurers -- who worry about tight profit margins and growing competition -- plan to take advantage of the potential benefits of the increasing amounts of captured data.,FALSE
BBDFT160516.txt,"from weather patterns to social media, new sources of data could help them streamline costs, be more targeted with the risks they want to underwrite, identify new customers, predict fraud or identify which claims have the potential to become very expensive.",FALSE
BBDFT160516.txt,"property insurance executives have ""fairly aggressive plans"" for developing big data analysis over the next couple of years, says klayton southwood, director of risk consulting at willis towers watson.",TRUE
BBDFT160516.txt,he cites the results of a survey the consultancy conducted in the us last year.,FALSE
BBDFT160516.txt,"if what the executives say in the survey holds true, the property insurance industry is soon to be significantly changed by its approach to  big data.",TRUE
BBDFT160516.txt,"for example, fewer than half of the property and casualty insurance executives who took part in the survey reported that big data and the analysis of it help them now with pricing, underwriting and risk selection.",TRUE
BBDFT160516.txt,"on the other hand, just over three-quarters of the survey respondents expect big data to help them in this area in two years' time.",TRUE
BBDFT160516.txt,the survey suggests more management teams expect to gather data from a greater number of sources.,FALSE
BBDFT160516.txt,"these include data generated through website use, email and phone calls -- and social media.",FALSE
BBDFT160516.txt,one emerging area of increasing interest to property insurers for generating data and serving customers is the smart home.,FALSE
BBDFT160516.txt,this refers to household devices and systems -- from doorbells to air conditioning -- that produce data and can be controlled from anywhere by computer or mobile device.,FALSE
BBDFT160516.txt,"two us-based providers, liberty mutual insurance and american family insurance, have partnered with nest labs, the smart-home tech company that google acquired in 2014, to offer its smoke alarm and carbon monoxide monitor, nest protect, to customers for free.",FALSE
BBDFT160516.txt,"as part of the deal, customers can receive a discount from the insurers on their premiums and the insurers in return receive data from the device.",FALSE
BBDFT160516.txt,"the data shared with the insurer are limited and include the status of batteries, sensors and internet connection as well as the location of the house and the room in which the device is located.",FALSE
BBDFT160516.txt,"data produced by customers are already used in other areas of insurance, such as car coverage, where telematics that monitor driving style help cut premiums for safe drivers.",FALSE
BBDFT160516.txt,"they are also used in retail, where supermarkets issue loyalty cards and offer discounts in exchange for data on customers' shopping habits.",FALSE
BBDFT160516.txt,"john davies, managing director of risk finance at broker marsh, says customers will typically give up personal information under two conditions: if it is easy to do so and if they receive something in return.",FALSE
BBDFT160516.txt,"""in the insurance industry,"" he says, ""it's still not easy.""",FALSE
BBDFT160516.txt,some information can be gathered without customers knowing and social media have made this much easier.,FALSE
BBDFT160516.txt,"using sites such as facebook and twitter, insurers can get a better understanding of their customers' behaviour and risk profile.",FALSE
BBDFT160516.txt,"the more insurers mine and use data, the more likely it is to become an area for regulators to address.",FALSE
BBDFT160516.txt,officials at the switzerland-based international association of insurance supervisors are discussing how insurers are using data in order to determine if the organisation should provide guidance.,FALSE
BBDFT160516.txt,"in november, the uk's financial conduct authority requested information on how insurers are using big data.",TRUE
BBDFT160516.txt,it aims to publish its findings by mid-2016 and reveal its plans on what response it will make.,FALSE
BBDFT160516.txt,"this could include ""a market study, adjustments to policy or guidance or another form of intervention,"" according to its website.",FALSE
BBDFT160516.txt,data protection laws in many countries put some limit on what insurers can do.,FALSE
BBDFT160516.txt,"that does not mean, however, that insurance executives are paying attention as much as they might.",FALSE
BBDFT160516.txt,"""there are differences at different companies with how seriously they take data protection,"" says emma bate, partner at international law firm dac beachcroft.",FALSE
BBDFT160516.txt,"""this needs to be discussed at the board level.""",FALSE
BBDFT160516.txt,"regulatory and legal risks aside, one of the biggest challenges facing property insurers is making sure they have the right people with the right skills to capture and analyse big data properly.",TRUE
BBDFT160516.txt,respondents to the willis towers watson survey ranked this as the top big-data challenge.,FALSE
BBDFT160516.txt,"""big data can be paralysing,"" says helen gemmell, catastrophe modelling manager at liberty specialty markets.",TRUE
BBDFT160516.txt,"""asking the wrong questions of it or using the data in isolation can lead to poor decisions.""",FALSE
BBDFT160516.txt,"load-date: october 3, 2016  language: english  publication-type: web publication",FALSE
BBDFT161129.txt,"ft.com                       november 29, 2016 tuesday 12:00 pm gmt  big data promise exponential change in healthcare  byline: gonzalo vi",TRUE
BBDFT170224.txt,"ft.com                        february 24, 2017 friday 5:00 am gmt  insurance and the big data technology revolution  byline: oliver ralph  length: 2221 words   automatic razors, jet packs and traffic jams on the skyways.",TRUE
BBDFT170224.txt,the jetsons made all sorts of predictions about life in the distant future.,FALSE
BBDFT170224.txt,"but the hanna-barbera cartoon, made in the 1960s and 1980s, skipped over the question of insurance.",FALSE
BBDFT170224.txt,that is hardly surprising.,FALSE
BBDFT170224.txt,risk management is rarely a popular topic in science fiction.,FALSE
BBDFT170224.txt,"and in any case, the insurance industry has not always been quick to pick up on new technology.",FALSE
BBDFT170224.txt,"""the entire industry is focused on how life was lived five or 10 years ago,"" says andrew brem, chief digital officer at aviva.",FALSE
BBDFT170224.txt,he is not the only one who feels that way.,FALSE
BBDFT170224.txt,"in a recent survey of insurers by broker willis towers watson, 74 per cent of respondents felt the industry had failed to show leadership in digital innovation.",FALSE
BBDFT170224.txt,but change is coming as the industry wakes up to the idea that the cover we might buy 20 years from now will look very different from the cover we need today.,FALSE
BBDFT170224.txt,big insurance companies are pouring millions into innovation and research.,FALSE
BBDFT170224.txt,"mr brem's company has set up what it calls a ""digital garage"" in hoxton square in east london to work on new ideas.",FALSE
BBDFT170224.txt,axa is putting more than,FALSE
BBDFT170424.txt,"ft.com                         april 24, 2017 monday 4:35 pm gmt  digital disrupters take big pharma 'beyond the pill'  byline: sarah neville in london  length: 1832 words   after maggie philyaw developed type 2 diabetes, she found solace not in the medicines of the pharmaceutical industry, but the technology of silicon valley.",FALSE
BBDFT170424.txt,"two years ago, her then employer in north carolina signed ms philyaw up to a programme run by  livongo health, a california-based start-up, which gave her a device, smaller than an iphone and fitted with a cellular chip, that keeps track of her blood sugar levels.",FALSE
BBDFT170424.txt,"using the latest advances in cloud computing, the drop of blood she draws each day is instantly analysed, and a text telling her what to do -- ""drink two glasses of water and walk for 15 minutes"" -- is sent if her readings place her in the danger zone.",FALSE
BBDFT170424.txt,"at the press of a button she can also access further help over the telephone from her ""coach"", a highly qualified dietitian who has managed her own  diabetes for more than 40 years.",FALSE
BBDFT170424.txt,"for the titans of big pharma, ms philyaw represents omen and opportunity, as a disruptive breed of digital innovator becomes the access point to healthcare for hundreds of thousands of patients and threatens to undermine the industry's decades-old business model.",FALSE
BBDFT170424.txt,"big pharma has long focused on the lucrative business of drug development, supported by armies of sales people deployed to persuade physicians to choose its medicines.",FALSE
BBDFT170424.txt,but emerging digital technologies are reshaping the landscape.,FALSE
BBDFT170424.txt,"a new generation of companies is using big data, sensors and artificial intelligence to provide precise real-time monitoring of patients, especially those suffering from conditions such as diabetes and chronic obstructive pulmonary disease, which are imposing a daunting burden on overstretched health budgets.",TRUE
BBDFT170424.txt,"as a result of the products and services these companies are developing, a patient's primary point of contact with the health system can sometimes now be a remote monitoring centre, or disembodied voice on the telephone, instead of a doctor's office.",FALSE
BBDFT170424.txt,"""rather than buying a pill, [insurers or employers] might buy an overall solution for diabetes,"" says tom main, a partner in 7wire ventures, a venture capital fund that led the first round of investment in livongo.",FALSE
BBDFT170424.txt,"""and that's a very different framework for pharma.""",FALSE
BBDFT170424.txt,"now retired from her job as a registered nurse, ms philyaw pays $50 a month for livongo's service and lives free of medication.",FALSE
BBDFT170424.txt,"she counts her coach toby smithson, whom she has never met but who has offered practical and psychological support, as her most frequent point of contact with the health system.",FALSE
BBDFT170424.txt,"""i have a good relationship with my physician but i feel i speak with [ms smithson] more often,"" she says.",FALSE
BBDFT170424.txt,"""having a coach has contributed to fewer doctor visits and less money spent that way.",FALSE
BBDFT170424.txt,"i feel that she really cares if i make it or meet my goals [on diet and exercise]"", she adds.",FALSE
BBDFT170424.txt,"***  glen tullman, chief executive of livongo, says as recently as three years ago the technology underpinning his company did not exist.",FALSE
BBDFT170424.txt,"but corporate america, which is a major provider of health insurance, is taking notice.",FALSE
BBDFT170424.txt,"more than half the companies in the fortune 100 are working with livongo and it is eyeing expansion into europe, asia and canada.",FALSE
BBDFT170424.txt,investors are starting to bet heavily on the potential of technological innovation to transform the way healthcare is delivered.,FALSE
BBDFT170424.txt,"according to rock health, a venture fund dedicated to  digital health, a total of $4.2bn was invested in the sector last year, with companies in the analytics and big data category attracting $341m over 22 deals, more than doubled from 2015.",TRUE
BBDFT170424.txt,however the pharma industry will have to grapple with its own entrenched culture if it is to take advantage of the expansion in digital technologies.,FALSE
BBDFT170424.txt,"stefan biesdorf, who leads mckinsey's digital pharma and medical technology work in europe, says the margins achieved by a digital health business are small compared with those associated with a blockbuster drug, making it harder to build a commercial case for investment.",FALSE
BBDFT170424.txt,"moreover, the never-ending cycle of tweaks and upgrades through which a digital device passes is foreign to an industry that will wait more than a decade to get a drug from bench to bedside -- but expects to make no further changes once it has secured regulatory approval.",FALSE
BBDFT170424.txt,nor is the industry well placed to exploit a new healthcare universe that requires an ability to build lasting bonds with consumers.,FALSE
BBDFT170424.txt,"he cites as an example  mysugr, a vienna-based company that uses a similar blend of technology, combined with on-demand support, to collect data directly from consumers.",FALSE
BBDFT170424.txt,"""it only has 50 employees but it has much, much, more in-depth understanding of patient behaviour in diabetes than probably some of the largest diabetes companies, or insulin producers, in the world,"" says mr biesdorf.",FALSE
BBDFT170424.txt,"joe jimenez, chief executive of novartis, the swiss drugmaker that is widely seen as the leader among big pharma companies on digital health, concedes that the industry has been ""slow to adopt some of the digital technologies, compared to other industries"" and recognises ""a risk that some of these digital start-ups 'own' the relationship with the physician and the patient and they distance the pharmaceutical company from that"".",FALSE
BBDFT170424.txt,"however, mr jimenez, a former heinz executive whose background is in the fast moving world of retail, says the industry is adopting digital technologies ""at an accelerated rate"", and argues that they can boast a base of knowledge the digital minnows cannot rival.",FALSE
BBDFT170424.txt,"""i do believe that large pharma companies have an advantage, not on the agility side but definitely on what they know about disease states, about patients, about the entire healthcare system, and many of the start-ups don't have that experience,"" he says.",FALSE
BBDFT170424.txt,"mr jimenez adds that the digital exemplars are ""definitely either potential competitors or they will become partners"".",FALSE
BBDFT170424.txt,"a flurry of deals in recent years shows that some pharma groups are racing to boost digital capability, by buying companies that offer ready-made expertise, or entering into partnerships as they seek to offer services ""beyond the pill"".",FALSE
BBDFT170424.txt,teva pharmaceuticals showed the way in 2015 when it announced it was buying gecko health innovations for an undisclosed sum.,FALSE
BBDFT170424.txt,"the lure was gecko's main product, caretrx, a platform to help chronic sufferers from respiratory disease, which combines a sensor device that connects to most inhalers with a data analytics function.",FALSE
BBDFT170424.txt,"meanwhile, the french drugmaker sanofi recently  joined forces with verily life sciences to work on devices and patient support for diabetics, and pfizer is working with ibm watson as part of its work on immuno-oncology, using its expertise in data analytics to identify new drug targets.",FALSE
BBDFT170424.txt,"erik nordkamp, the uk head of pfizer, says the future of healthcare will involve ""a convergence of technologies to come to better solutions"".",FALSE
BBDFT170424.txt,"""both locally and globally we are",FALSE
BBDFT170515.txt,"may 15, 2017 monday 1:44 pm gmt  technology is the tool to spur a healthcare revolution  byline: john thornhill  length: 725 words   the malware attack on britain's national health service is hardly the best advertisement for digitising healthcare.",FALSE
BBDFT170515.txt,those hospitals that had to cancel operations and revert to pen and paper are unlikely to clamour for putting more medical records and services online.,FALSE
BBDFT170515.txt,but if we want to address the spiralling costs of healthcare we may have no alternative but to invest in smarter -- and more secure -- technology.,FALSE
BBDFT170515.txt,healthcare systems desperately need a productivity revolution.,FALSE
BBDFT170515.txt,technology offers our best hope of achieving better outcomes at lower cost.,FALSE
BBDFT170515.txt,"in many countries, healthcare systems are imploding under spending pressures like so many collapsing lungs.",FALSE
BBDFT170515.txt,but the demands on healthcare will only rise as societies age.,FALSE
BBDFT170515.txt,"and, as we have seen in the debate over obamacare in the us, the politics of healthcare are often toxic, complicating reform.",FALSE
BBDFT170515.txt,healthcare systems are also riddled with market flaws that baffle those from other industries.,FALSE
BBDFT170515.txt,"historically, providers have focused more on inputs than outcomes.",FALSE
BBDFT170515.txt,they often prioritise their own convenience over their patients' needs.,FALSE
BBDFT170515.txt,"as the sick joke goes: the operation was successful, unfortunately the patient died.",FALSE
BBDFT170515.txt,"the global mantra is that we must move towards value-based healthcare in which three ps are critical: prevention, precision and personalisation.",FALSE
BBDFT170515.txt,"technology can help address all three challenges, particularly through the smart use of big data and  artificial intelligence.",TRUE
BBDFT170515.txt,"lloyd minor, dean of stanford university school of medicine, is convinced that healthcare needs the same kind of consumer revolution that has transformed so many other sectors of the economy.",FALSE
BBDFT170515.txt,"""you can engage and empower people with tech,"" he says.",FALSE
BBDFT170515.txt,any patient can use google to find out more about the symptoms of a rare clinical ear disorder that mr minor discovered (superior semicircular canal dehiscence syndrome) than a family practitioner can glean from the medical records system.,FALSE
BBDFT170515.txt,can doctors not make greater use of many of the technologies they so readily use at home?,FALSE
BBDFT170515.txt,"sensors, smartphone apps and data analytics allow more primary care to be delivered online through services such as clickwell.",FALSE
BBDFT170515.txt,"they can also enable ""ageing in place"", in which the elderly can be carefully monitored in their own homes rather than taking up costly places in care homes.",FALSE
BBDFT170515.txt,"""one of the things that is truly transformational is big data.",TRUE
BBDFT170515.txt,"we can use electronic systems to deliver better care,"" mr minor says.",FALSE
BBDFT170515.txt,one of the hottest courses at his school is biomedical data science.,FALSE
BBDFT170515.txt,"how ai can be further applied to the sector was the subject of the light forum, hosted by the machine learning start-up roam analytics, at stanford last week.",FALSE
BBDFT170515.txt,"the forum's recurring themes were that new technologies could help people take more responsibility for their own health, cut waste in the system and enable us to track the cost-effectiveness of more personalised treatments over time.",FALSE
BBDFT170515.txt,"jeff kindler, former chairman and chief executive of pfizer, said that for too long pharmaceuticals companies had been throwing ""darts in the dark"".",FALSE
BBDFT170515.txt,but more robust machine learning and ai systems could help identify the most efficient drugs.,FALSE
BBDFT170515.txt,"""the real innovators will be rewarded and the others will be losers,"" he said.",FALSE
BBDFT170515.txt,"turning theory into practice will prove a tough task, though.",FALSE
BBDFT170515.txt,some healthcare providers have been burnt by catastrophic attempts to install over-engineered it systems.,FALSE
BBDFT170515.txt,"electronic medical records companies have sometimes deliberately designed systems to prevent easy data-sharing, locking users into their services.",FALSE
BBDFT170515.txt,many private healthcare providers hoard proprietary data because of its commercial value.,FALSE
BBDFT170515.txt,"in europe, public health systems are understandably reluctant to turn patient data over to profitmaking private companies.",FALSE
BBDFT170515.txt,privacy concerns also prevent the widespread pooling of data even if almost all of it can be anonymised.,FALSE
BBDFT170515.txt,"hans-georg eichler, senior medical officer at the european medical agency, said the biggest obstacle to realising the fruits of technology would be the lack of sufficient data.",FALSE
BBDFT170515.txt,some european patients were happy to contribute their data for the collective good knowing it was invaluable for research.,FALSE
BBDFT170515.txt,but that attitude was far from common.,FALSE
BBDFT170515.txt,"""no data, no drugs is an extremist position but i share it,"" mr eichler said.",FALSE
BBDFT170515.txt,we desperately need a broader debate about what constitutes safe and appropriate data donation.,FALSE
BBDFT170515.txt,"load-date: may 25, 2017  language: english  publication-type: web publication",FALSE
BBDFT170711 BIS.txt,"ft.com                         july 11, 2017 tuesday 10:47 am gmt  pharma turns to big data to gauge care and pricing  byline: sarah neville, global pharmaceuticals editor  length: 1336 words   after many years building successful technology businesses, jeremy sohn never imagined that at 43 he would find himself on the payroll of a big pharmaceutical company.",TRUE
BBDFT170711 BIS.txt,but 18 months ago he was appointed global head of digital business development and licensing at swiss drugmaker novartis.,FALSE
BBDFT170711 BIS.txt,"his appointment is evidence of how an industry, slow to respond to the disruption of digitisation, is grasping its importance as it confronts  pricing pressures, ever-vaster quantities of patient data and more empowered consumers.",FALSE
BBDFT170711 BIS.txt,"digitisation is changing the way pharma interacts with payers, doctors and patients, leading drugmakers to seek out different skills and personality traits in employees.",FALSE
BBDFT170711 BIS.txt,"germany's merck last year appointed 30-year-old james kugler as its first chief digital officer, with a degree in biomedical engineering and a tech background.",FALSE
BBDFT170711 BIS.txt,"boehringer ingelheim, europe's biggest private drugmaker, hired simone menne as chief financial officer from airline lufthansa.",FALSE
BBDFT170711 BIS.txt,"she is in charge of a new digital ""lab"", recruiting data specialists and software developers.",FALSE
BBDFT170711 BIS.txt,"mr sohn, whose role at novartis includes overseeing venture capital investments in technology companies -- a growing trend in big pharma -- says that working alongside highly qualified scientists, he ""typically feels like the dumbest person in any meeting"".",FALSE
BBDFT170711 BIS.txt,"however, he and other external recruits have brought mindsets that are helping the group evolve from a pure science company into ""a data [and] technology company"", he adds.",FALSE
BBDFT170711 BIS.txt,"according to steven baert, head of human resources, novartis is starting to reap considerable benefits from digital investments, particularly in the speed and efficiency with which it can test medicines.",FALSE
BBDFT170711 BIS.txt,"he says: ""we're already seeing how real-time data capture can help analyse patient populations and demographics, to make it easier to recruit patients for clinical trials, and how real-time data-capture devices, like connected sensors and patient engagement apps, are helping to create remote clinical trials that aren't site-dependent.""",FALSE
BBDFT170711 BIS.txt,"in the past five years, these changes have been visible in novartis's workforce.",FALSE
BBDFT170711 BIS.txt,"while staffing overall has risen by just over 20 per cent, the salesforce -- the traditional bedrock of pharma companies, and their combined $1tn in global revenues -- has increased by just 13 per cent.",FALSE
BBDFT170711 BIS.txt,"at the same time the number employed in ""market access"" -- negotiating prices with payers, whether governments or insurers -- has risen up to five times faster than the average growth rate and now stands at 1,100.",FALSE
BBDFT170711 BIS.txt,"novartis employs more than 1,200 dual-qualified mathematicians and engineers to analyse big data sets and calculate the value of new drugs -- for instance, their potential to reduce hospitalisations and so cut costs.",TRUE
BBDFT170711 BIS.txt,"as recently as six years ago, not a single one was on the payroll.",FALSE
BBDFT170711 BIS.txt,behind these changes lie two key shifts.,FALSE
BBDFT170711 BIS.txt,the first is the determination of cash-constrained global health systems to secure better value from the drugs they buy.,FALSE
BBDFT170711 BIS.txt,"the second is the advance of digital technology, which is increasingly playing a role in how patients manage their conditions and companies communicate the benefits of their medicines to doctors.",FALSE
BBDFT170711 BIS.txt,"glaxosmithkline, for example, employs more than 50 people to run webinars with physicians -- a ""multichannel media team"" that did not exist five years ago.",FALSE
BBDFT170711 BIS.txt,"the uk drugmaker has begun hiring astrophysicists to work in research and development, keen to deploy their ability to visualise huge data sets.",FALSE
BBDFT170711 BIS.txt,the company says these qualities are specially important as it seeks to use artificial intelligence to help spot patterns and connections amid a mass of information.,FALSE
BBDFT170711 BIS.txt,"at boehringer, senior executives say that this level of disruption calls for agility and entrepreneurialism in employees -- which in some cases may be better found outside the life sciences sector.",FALSE
BBDFT170711 BIS.txt,"andreas neumann, head of hr, explains that, although new cfo ms menne had ""no clue"" about pharma, she had worked in a sector that had faced substantial upheaval.",FALSE
BBDFT170711 BIS.txt,"""she has significant experience in an industry which is under tremendous cost pressure and has gone through a tremendous amount of change.",FALSE
BBDFT170711 BIS.txt,"and you can learn from that experience, as a company.""",FALSE
BBDFT170711 BIS.txt,us-based pfizer last year recognised this new landscape by establishing a division to bring together health economists; researchers measuring the outcomes produced by different medicines; and market access specialists.,FALSE
BBDFT170711 BIS.txt,previously these groups had been spread throughout the organisation.,FALSE
BBDFT170711 BIS.txt,"andy schmeltz, who heads the division, gives the example of eliquis, an anticoagulant produced with bristol-myers squibb.",FALSE
BBDFT170711 BIS.txt,"data analysts processed ""real world"" evidence -- derived from patients going about their normal lives, rather than taking part in a carefully managed trial -- that suggested it was more cost effective than the long-established anticoagulant, warfarin.",FALSE
BBDFT170711 BIS.txt,"underpinning this work is a massive repository of data, from sources such as electronic medical records, that covers ""over 300m lives"", says mr schmeltz.",FALSE
BBDFT170711 BIS.txt,"this, he says, ""enables us to query the database and generate insights, even when we're just trying to figure out the design of a trial and the feasibility of recruitment; are there enough patients out there that meet certain entry criteria?",FALSE
BBDFT170711 BIS.txt,it enables us to make better decisions on clinical trial development.,FALSE
BBDFT170711 BIS.txt,"it also enables us to model different outcomes across different diseases.""",FALSE
BBDFT170711 BIS.txt,"at merck, chief executive stefan oschmann enthuses about its new breed of digitally savvy employee, led by ""forward-thinking"" mr kugler.",FALSE
BBDFT170711 BIS.txt,"""we're working on stuff like the connected lab,"" he says, ""a laboratory where everything, every container, every machine, every pipette, is smart and connected and captures data automatically",FALSE
BBDFT180204.txt,deepmind develops ai to diagnose eye diseases retinal scans used to train an algorithm in,FALSE
BBDFT180207.txt,"letter protect our valuable nhs data from big tech from lord mitchell, house of lords, uk   sir, google",FALSE
BBDHP170927.txt,the blog a model for ai in healthcare 26/09/2017 15:44  roger smith  chief technology officer for the florida hospital nicholson center and a graduate faculty at the university of central florida 2017-09-22-1506090750-39932-aiinhealthcare.jpg (image: author,FALSE
BBDEC170408.txt,"economist (print) saturday, april 8, 2017 - 00:01 utc -0400                                     a prescription for the future how hospitals could be rebuilt, better than before technology could revolutionise the way they work  in a nondescript part of cleveland, in a room known as the bunker, a doctor, nurses and medical technicians gather to keep watch over 150 patients in special-care units and intensive-care beds.",FALSE
BBDEC170408.txt,"their patients are scattered around the region, in clinics that have no specialists covering the night shift.",FALSE
BBDEC170408.txt,on a wall of beeping screens the bunker team members track their charges,FALSE
BBDEC180201.txt,data and medicine a revolution in health care is coming welcome to doctor you print edition | leaders feb 1st 2018  no wonder they are called,FALSE
